respondent id,agency code,loan type,property type,loan purpose,owner occ,loan amount,pre approval,action taken,msa/md,state,county,census tract,applicant ethnicity,coapp ethnicity,applicant race 1,coapp race,sex,coapp sex,income,type of purchaser,denial reason 1,denial reason 2,denial reason 3,rate of spread,hoepa status,lien status
364327855,7,2,1,1,1,90,2,1,NA,27,67,7805,2,5,5,8,1,5,24,2,,,,NA,2,1
364327855,7,2,1,1,1,108,2,1,NA,27,67,7810,2,5,5,8,1,5,35,2,,,,NA,2,1
364327855,7,2,1,1,1,261,2,1,33460,27,19,902,2,2,5,5,1,2,83,2,,,,NA,2,1
364327855,7,2,1,1,1,93,2,1,40340,27,39,9502,1,5,5,8,1,5,46,2,,,,01.98,2,1
364327855,7,2,1,3,1,259,3,1,33460,27,171,1008.02,2,5,5,8,2,5,69,2,,,,NA,2,1
364327855,7,2,1,1,1,299,2,1,33460,27,53,265.09,2,5,5,8,2,5,115,2,,,,NA,2,1
364327855,7,3,1,1,1,269,2,1,33460,27,171,1002.04,2,5,5,8,1,5,71,2,,,,NA,2,1
364327855,7,2,1,1,1,108,2,1,33460,27,53,1008,2,5,5,8,2,5,29,2,,,,NA,2,1
364327855,7,1,1,1,1,147,2,1,33460,27,53,210.01,2,5,5,8,1,5,33,3,,,,NA,2,1
364327855,7,1,1,3,1,75,3,1,33460,27,171,1001,2,5,5,8,2,5,30,3,,,,NA,2,1
364327855,7,1,1,1,1,245,2,1,33460,27,19,903.02,2,5,5,8,1,5,50,3,,,,NA,2,1
364327855,7,1,1,1,1,164,2,1,33460,27,3,508.07,2,5,5,8,1,5,47,3,,,,NA,2,1
364327855,7,1,1,1,1,150,2,1,33460,27,53,268.12,2,2,5,5,1,2,43,3,,,,NA,2,1
364327855,7,1,1,3,1,300,3,1,33460,27,59,1302,2,2,5,5,1,2,61,3,,,,NA,2,1
364327855,7,1,1,3,1,144,3,1,33460,27,53,267.14,2,2,5,5,2,1,123,3,,,,01.80,2,1
364327855,7,1,1,1,1,127,2,1,33460,27,3,508.07,3,5,6,8,1,5,135,3,,,,NA,2,1
364327855,7,1,1,3,1,79,3,1,33460,27,171,1001,2,5,5,8,1,5,85,3,,,,NA,2,1
364327855,7,1,1,1,1,257,2,1,33460,27,53,118,2,5,5,8,2,5,58,3,,,,NA,2,1
364327855,7,1,1,1,1,128,2,1,33460,27,123,427,2,5,5,8,2,5,46,3,,,,NA,2,1
364327855,7,1,1,1,1,157,2,1,33460,27,3,514,2,5,3,8,1,5,50,3,,,,NA,2,1
364327855,7,1,1,1,1,138,2,1,33460,27,3,501.08,2,5,5,8,1,5,39,3,,,,NA,2,1
364327855,7,1,1,1,1,309,2,1,33460,27,25,1106,2,5,5,8,1,5,92,3,,,,NA,2,1
364327855,7,1,1,3,1,185,3,1,33460,27,3,505.04,2,5,5,8,1,5,229,3,,,,NA,2,1
364327855,7,1,1,3,1,145,3,1,33460,27,53,260.15,2,2,5,5,1,2,35,3,,,,NA,2,1
364327855,7,1,1,1,1,241,2,1,33460,27,53,242,2,5,5,8,2,5,77,3,,,,NA,2,1
364327855,7,1,1,1,1,228,2,1,33460,27,3,514,2,2,2,2,1,2,84,3,,,,NA,2,1
364327855,7,1,1,1,1,181,2,1,33460,27,59,1301,2,5,5,8,1,5,82,3,,,,NA,2,1
364327855,7,1,1,1,1,177,2,1,33460,27,53,269.06,2,5,5,8,2,5,69,3,,,,NA,2,1
364327855,7,1,1,1,1,184,2,1,33460,27,53,267.14,2,5,5,8,1,5,70,3,,,,NA,2,1
364327855,7,1,1,1,1,218,2,1,33460,27,19,908,2,5,5,8,2,5,56,3,,,,NA,2,1
364327855,7,1,1,1,1,199,2,1,33460,27,3,514,2,5,5,8,1,5,70,3,,,,NA,2,1
364327855,7,1,1,1,1,268,2,1,33460,27,37,607.39,2,2,5,5,1,2,77,3,,,,NA,2,1
364327855,7,1,1,1,1,297,2,1,33460,27,37,607.46,2,5,5,8,1,5,110,6,,,,NA,2,1
364327855,7,1,1,3,1,215,3,1,33460,27,3,501.1,2,5,5,8,1,5,73,6,,,,NA,2,1
364327855,7,1,1,1,1,240,2,1,33460,27,53,262.02,2,5,5,8,1,5,94,6,,,,NA,2,1
364327855,7,1,1,1,1,304,2,1,33460,27,53,1054,2,5,5,8,1,5,183,6,,,,NA,2,1
364327855,7,1,1,3,1,332,3,1,20260,27,17,703,2,2,5,5,1,2,173,6,,,,NA,2,1
